name,z_points,r_points
DoubleConic_PrimaryLV_11_Gold,900 899.2 898.4 897.6 896.8 896 895.2 894.4 893.6 892.8 892 891.2 890.4 889.6 888.8 888 887.2 886.4 885.6 884.8 884 883.2 882.4 881.6 880.8 880 879.2 878.4 877.6 876.8 876 875.2 874.4 873.6 872.8 872 871.2 870.4 869.6 868.8 868 867.2 866.4 865.6 864.8 864 863.2 862.4 861.6 860.8 860 859.2 858.4 857.6 856.8 856 855.2 854.4 853.6 852.8 852 851.2 850.4 849.6 848.8 848 847.2 846.4 845.6 844.8 844 843.2 842.4 841.6 840.8 840 839.2 838.4 837.6 836.8 836 835.2 834.4 833.6 832.8 832 831.2 830.4 829.6 828.8 828 827.2 826.4 825.6 824.8 824 823.2 822.4 821.6 820.8 820 819.2 818.4 817.6 816.8 816 815.2 814.4 813.6 812.8 812 811.2 810.4 809.6 808.8 808 807.2 806.4 805.6 804.8 804 803.2 802.4 801.6 800.8 800,32.3985 32.3905 32.3825 32.3745 32.3666 32.3586 32.3506 32.3427 32.3347 32.3267 32.3187 32.3108 32.3028 32.2948 32.2869 32.2789 32.2709 32.263 32.255 32.247 32.239 32.2311 32.2231 32.2151 32.2072 32.1992 32.1912 32.1832 32.1753 32.1673 32.1593 32.1514 32.1434 32.1354 32.1274 32.1195 32.1115 32.1035 32.0956 32.0876 32.0796 32.0716 32.0637 32.0557 32.0477 32.0398 32.0318 32.0238 32.0158 32.0079 31.9999 31.9919 31.984 31.976 31.968 31.96 31.9521 31.9441 31.9361 31.9282 31.9202 31.9122 31.9043 31.8963 31.8883 31.8803 31.8724 31.8644 31.8564 31.8485 31.8405 31.8325 31.8245 31.8166 31.8086 31.8006 31.7927 31.7847 31.7767 31.7687 31.7608 31.7528 31.7448 31.7369 31.7289 31.7209 31.7129 31.705 31.697 31.689 31.6811 31.6731 31.6651 31.6571 31.6492 31.6412 31.6332 31.6253 31.6173 31.6093 31.6013 31.5934 31.5854 31.5774 31.5695 31.5615 31.5535 31.5456 31.5376 31.5296 31.5216 31.5137 31.5057 31.4977 31.4898 31.4818 31.4738 31.4658 31.4579 31.4499 31.4419 31.434 31.426 31.418 31.41 31.4021
DoubleConic_SecondaryLV_11_Gold,800 799.2 798.4 797.6 796.8 796 795.2 794.4 793.6 792.8 792 791.2 790.4 789.6 788.8 788 787.2 786.4 785.6 784.8 784 783.2 782.4 781.6 780.8 780 779.2 778.4 777.6 776.8 776 775.2 774.4 773.6 772.8 772 771.2 770.4 769.6 768.8 768 767.2 766.4 765.6 764.8 764 763.2 762.4 761.6 760.8 760 759.2 758.4 757.6 756.8 756 755.2 754.4 753.6 752.8 752 751.2 750.4 749.6 748.8 748 747.2 746.4 745.6 744.8 744 743.2 742.4 741.6 740.8 740 739.2 738.4 737.6 736.8 736 735.2 734.4 733.6 732.8 732 731.2 730.4 729.6 728.8 728 727.2 726.4 725.6 724.8 724 723.2 722.4 721.6 720.8 720 719.2 718.4 717.6 716.8 716 715.2 714.4 713.6 712.8 712 711.2 710.4 709.6 708.8 708 707.2 706.4 705.6 704.8 704 703.2 702.4 701.6 700.8 700,31.4021 31.3782 31.3542 31.3303 31.3064 31.2825 31.2586 31.2346 31.2107 31.1868 31.1629 31.139 31.115 31.0911 31.0672 31.0433 31.0194 30.9954 30.9715 30.9476 30.9237 30.8998 30.8758 30.8519 30.828 30.8041 30.7802 30.7562 30.7323 30.7084 30.6845 30.6606 30.6366 30.6127 30.5888 30.5649 30.541 30.517 30.4931 30.4692 30.4453 30.4214 30.3974 30.3735 30.3496 30.3257 30.3018 30.2778 30.2539 30.23 30.2061 30.1822 30.1582 30.1343 30.1104 30.0865 30.0626 30.0387 30.0147 29.9908 29.9669 29.943 29.9191 29.8951 29.8712 29.8473 29.8234 29.7995 29.7755 29.7516 29.7277 29.7038 29.6799 29.6559 29.632 29.6081 29.5842 29.5603 29.5363 29.5124 29.4885 29.4646 29.4407 29.4167 29.3928 29.3689 29.345 29.3211 29.2971 29.2732 29.2493 29.2254 29.2015 29.1775 29.1536 29.1297 29.1058 29.0819 29.0579 29.034 29.0101 28.9862 28.9623 28.9383 28.9144 28.8905 28.8666 28.8427 28.8187 28.7948 28.7709 28.747 28.7231 28.6992 28.6752 28.6513 28.6274 28.6035 28.5796 28.5556 28.5317 28.5078 28.4839 28.46 28.436 28.4121
DoubleConic_PrimaryLV_12_Gold,900 899.2 898.4 897.6 896.8 896 895.2 894.4 893.6 892.8 892 891.2 890.4 889.6 888.8 888 887.2 886.4 885.6 884.8 884 883.2 882.4 881.6 880.8 880 879.2 878.4 877.6 876.8 876 875.2 874.4 873.6 872.8 872 871.2 870.4 869.6 868.8 868 867.2 866.4 865.6 864.8 864 863.2 862.4 861.6 860.8 860 859.2 858.4 857.6 856.8 856 855.2 854.4 853.6 852.8 852 851.2 850.4 849.6 848.8 848 847.2 846.4 845.6 844.8 844 843.2 842.4 841.6 840.8 840 839.2 838.4 837.6 836.8 836 835.2 834.4 833.6 832.8 832 831.2 830.4 829.6 828.8 828 827.2 826.4 825.6 824.8 824 823.2 822.4 821.6 820.8 820 819.2 818.4 817.6 816.8 816 815.2 814.4 813.6 812.8 812 811.2 810.4 809.6 808.8 808 807.2 806.4 805.6 804.8 804 803.2 802.4 801.6 800.8 800,31.071 31.0633 31.0557 31.048 31.0404 31.0327 31.0251 31.0175 31.0098 31.0022 30.9945 30.9869 30.9792 30.9716 30.9639 30.9563 30.9486 30.941 30.9334 30.9257 30.9181 30.9104 30.9028 30.8951 30.8875 30.8798 30.8722 30.8646 30.8569 30.8493 30.8416 30.834 30.8263 30.8187 30.811 30.8034 30.7958 30.7881 30.7805 30.7728 30.7652 30.7575 30.7499 30.7422 30.7346 30.727 30.7193 30.7117 30.704 30.6964 30.6887 30.6811 30.6734 30.6658 30.6581 30.6505 30.6429 30.6352 30.6276 30.6199 30.6123 30.6046 30.597 30.5893 30.5817 30.5741 30.5664 30.5588 30.5511 30.5435 30.5358 30.5282 30.5205 30.5129 30.5053 30.4976 30.49 30.4823 30.4747 30.467 30.4594 30.4517 30.4441 30.4364 30.4288 30.4212 30.4135 30.4059 30.3982 30.3906 30.3829 30.3753 30.3676 30.36 30.3524 30.3447 30.3371 30.3294 30.3218 30.3141 30.3065 30.2988 30.2912 30.2836 30.2759 30.2683 30.2606 30.253 30.2453 30.2377 30.23 30.2224 30.2147 30.2071 30.1995 30.1918 30.1842 30.1765 30.1689 30.1612 30.1536 30.1459 30.1383 30.1307 30.123 30.1154
DoubleConic_SecondaryLV_12_Gold,800 799.2 798.4 797.6 796.8 796 795.2 794.4 793.6 792.8 792 791.2 790.4 789.6 788.8 788 787.2 786.4 785.6 784.8 784 783.2 782.4 781.6 780.8 780 779.2 778.4 777.6 776.8 776 775.2 774.4 773.6 772.8 772 771.2 770.4 769.6 768.8 768 767.2 766.4 765.6 764.8 764 763.2 762.4 761.6 760.8 760 759.2 758.4 757.6 756.8 756 755.2 754.4 753.6 752.8 752 751.2 750.4 749.6 748.8 748 747.2 746.4 745.6 744.8 744 743.2 742.4 741.6 740.8 740 739.2 738.4 737.6 736.8 736 735.2 734.4 733.6 732.8 732 731.2 730.4 729.6 728.8 728 727.2 726.4 725.6 724.8 724 723.2 722.4 721.6 720.8 720 719.2 718.4 717.6 716.8 716 715.2 714.4 713.6 712.8 712 711.2 710.4 709.6 708.8 708 707.2 706.4 705.6 704.8 704 703.2 702.4 701.6 700.8 700,30.1154 30.0924 30.0695 30.0465 30.0236 30.0007 29.9777 29.9548 29.9318 29.9089 29.886 29.863 29.8401 29.8171 29.7942 29.7713 29.7483 29.7254 29.7024 29.6795 29.6566 29.6336 29.6107 29.5877 29.5648 29.5419 29.5189 29.496 29.473 29.4501 29.4272 29.4042 29.3813 29.3583 29.3354 29.3125 29.2895 29.2666 29.2436 29.2207 29.1978 29.1748 29.1519 29.1289 29.106 29.0831 29.0601 29.0372 29.0142 28.9913 28.9684 28.9454 28.9225 28.8995 28.8766 28.8537 28.8307 28.8078 28.7848 28.7619 28.739 28.716 28.6931 28.6701 28.6472 28.6243 28.6013 28.5784 28.5554 28.5325 28.5096 28.4866 28.4637 28.4407 28.4178 28.3949 28.3719 28.349 28.326 28.3031 28.2802 28.2572 28.2343 28.2113 28.1884 28.1655 28.1425 28.1196 28.0966 28.0737 28.0508 28.0278 28.0049 27.9819 27.959 27.9361 27.9131 27.8902 27.8672 27.8443 27.8214 27.7984 27.7755 27.7525 27.7296 27.7067 27.6837 27.6608 27.6378 27.6149 27.592 27.569 27.5461 27.5231 27.5002 27.4773 27.4543 27.4314 27.4084 27.3855 27.3626 27.3396 27.3167 27.2937 27.2708 27.2479
DoubleConic_PrimaryLV_13_Gold,900 899.2 898.4 897.6 896.8 896 895.2 894.4 893.6 892.8 892 891.2 890.4 889.6 888.8 888 887.2 886.4 885.6 884.8 884 883.2 882.4 881.6 880.8 880 879.2 878.4 877.6 876.8 876 875.2 874.4 873.6 872.8 872 871.2 870.4 869.6 868.8 868 867.2 866.4 865.6 864.8 864 863.2 862.4 861.6 860.8 860 859.2 858.4 857.6 856.8 856 855.2 854.4 853.6 852.8 852 851.2 850.4 849.6 848.8 848 847.2 846.4 845.6 844.8 844 843.2 842.4 841.6 840.8 840 839.2 838.4 837.6 836.8 836 835.2 834.4 833.6 832.8 832 831.2 830.4 829.6 828.8 828 827.2 826.4 825.6 824.8 824 823.2 822.4 821.6 820.8 820 819.2 818.4 817.6 816.8 816 815.2 814.4 813.6 812.8 812 811.2 810.4 809.6 808.8 808 807.2 806.4 805.6 804.8 804 803.2 802.4 801.6 800.8 800,29.7435 29.7362 29.7288 29.7215 29.7142 29.7069 29.6996 29.6922 29.6849 29.6776 29.6703 29.663 29.6556 29.6483 29.641 29.6337 29.6264 29.6191 29.6117 29.6044 29.5971 29.5898 29.5825 29.5751 29.5678 29.5605 29.5532 29.5459 29.5386 29.5312 29.5239 29.5166 29.5093 29.502 29.4946 29.4873 29.48 29.4727 29.4654 29.458 29.4507 29.4434 29.4361 29.4288 29.4215 29.4141 29.4068 29.3995 29.3922 29.3849 29.3775 29.3702 29.3629 29.3556 29.3483 29.341 29.3336 29.3263 29.319 29.3117 29.3044 29.297 29.2897 29.2824 29.2751 29.2678 29.2605 29.2531 29.2458 29.2385 29.2312 29.2239 29.2165 29.2092 29.2019 29.1946 29.1873 29.1799 29.1726 29.1653 29.158 29.1507 29.1434 29.136 29.1287 29.1214 29.1141 29.1068 29.0994 29.0921 29.0848 29.0775 29.0702 29.0629 29.0555 29.0482 29.0409 29.0336 29.0263 29.0189 29.0116 29.0043 28.997 28.9897 28.9824 28.975 28.9677 28.9604 28.9531 28.9458 28.9384 28.9311 28.9238 28.9165 28.9092 28.9018 28.8945 28.8872 28.8799 28.8726 28.8653 28.8579 28.8506 28.8433 28.836 28.8287
DoubleConic_SecondaryLV_13_Gold,800 799.2 798.4 797.6 796.8 796 795.2 794.4 793.6 792.8 792 791.2 790.4 789.6 788.8 788 787.2 786.4 785.6 784.8 784 783.2 782.4 781.6 780.8 780 779.2 778.4 777.6 776.8 776 775.2 774.4 773.6 772.8 772 771.2 770.4 769.6 768.8 768 767.2 766.4 765.6 764.8 764 763.2 762.4 761.6 760.8 760 759.2 758.4 757.6 756.8 756 755.2 754.4 753.6 752.8 752 751.2 750.4 749.6 748.8 748 747.2 746.4 745.6 744.8 744 743.2 742.4 741.6 740.8 740 739.2 738.4 737.6 736.8 736 735.2 734.4 733.6 732.8 732 731.2 730.4 729.6 728.8 728 727.2 726.4 725.6 724.8 724 723.2 722.4 721.6 720.8 720 719.2 718.4 717.6 716.8 716 715.2 714.4 713.6 712.8 712 711.2 710.4 709.6 708.8 708 707.2 706.4 705.6 704.8 704 703.2 702.4 701.6 700.8 700,28.8287 28.8067 28.7847 28.7628 28.7408 28.7189 28.6969 28.6749 28.653 28.631 28.6091 28.5871 28.5651 28.5432 28.5212 28.4993 28.4773 28.4553 28.4334 28.4114 28.3895 28.3675 28.3455 28.3236 28.3016 28.2797 28.2577 28.2357 28.2138 28.1918 28.1699 28.1479 28.1259 28.104 28.082 28.0601 28.0381 28.0161 27.9942 27.9722 27.9503 27.9283 27.9063 27.8844 27.8624 27.8405 27.8185 27.7965 27.7746 27.7526 27.7306 27.7087 27.6867 27.6648 27.6428 27.6208 27.5989 27.5769 27.555 27.533 27.511 27.4891 27.4671 27.4452 27.4232 27.4012 27.3793 27.3573 27.3354 27.3134 27.2914 27.2695 27.2475 27.2256 27.2036 27.1816 27.1597 27.1377 27.1158 27.0938 27.0718 27.0499 27.0279 27.006 26.984 26.962 26.9401 26.9181 26.8962 26.8742 26.8522 26.8303 26.8083 26.7864 26.7644 26.7424 26.7205 26.6985 26.6766 26.6546 26.6326 26.6107 26.5887 26.5668 26.5448 26.5228 26.5009 26.4789 26.457 26.435 26.413 26.3911 26.3691 26.3472 26.3252 26.3032 26.2813 26.2593 26.2374 26.2154 26.1934 26.1715 26.1495 26.1276 26.1056 26.0836
DoubleConic_PrimaryLV_14_Gold,900 899.2 898.4 897.6 896.8 896 895.2 894.4 893.6 892.8 892 891.2 890.4 889.6 888.8 888 887.2 886.4 885.6 884.8 884 883.2 882.4 881.6 880.8 880 879.2 878.4 877.6 876.8 876 875.2 874.4 873.6 872.8 872 871.2 870.4 869.6 868.8 868 867.2 866.4 865.6 864.8 864 863.2 862.4 861.6 860.8 860 859.2 858.4 857.6 856.8 856 855.2 854.4 853.6 852.8 852 851.2 850.4 849.6 848.8 848 847.2 846.4 845.6 844.8 844 843.2 842.4 841.6 840.8 840 839.2 838.4 837.6 836.8 836 835.2 834.4 833.6 832.8 832 831.2 830.4 829.6 828.8 828 827.2 826.4 825.6 824.8 824 823.2 822.4 821.6 820.8 820 819.2 818.4 817.6 816.8 816 815.2 814.4 813.6 812.8 812 811.2 810.4 809.6 808.8 808 807.2 806.4 805.6 804.8 804 803.2 802.4 801.6 800.8 800,28.416 28.409 28.402 28.395 28.388 28.381 28.374 28.367 28.36 28.353 28.346 28.3391 28.3321 28.3251 28.3181 28.3111 28.3041 28.2971 28.2901 28.2831 28.2761 28.2691 28.2621 28.2552 28.2482 28.2412 28.2342 28.2272 28.2202 28.2132 28.2062 28.1992 28.1922 28.1852 28.1782 28.1712 28.1643 28.1573 28.1503 28.1433 28.1363 28.1293 28.1223 28.1153 28.1083 28.1013 28.0943 28.0873 28.0804 28.0734 28.0664 28.0594 28.0524 28.0454 28.0384 28.0314 28.0244 28.0174 28.0104 28.0034 27.9964 27.9895 27.9825 27.9755 27.9685 27.9615 27.9545 27.9475 27.9405 27.9335 27.9265 27.9195 27.9125 27.9055 27.8986 27.8916 27.8846 27.8776 27.8706 27.8636 27.8566 27.8496 27.8426 27.8356 27.8286 27.8216 27.8147 27.8077 27.8007 27.7937 27.7867 27.7797 27.7727 27.7657 27.7587 27.7517 27.7447 27.7377 27.7307 27.7238 27.7168 27.7098 27.7028 27.6958 27.6888 27.6818 27.6748 27.6678 27.6608 27.6538 27.6468 27.6399 27.6329 27.6259 27.6189 27.6119 27.6049 27.5979 27.5909 27.5839 27.5769 27.5699 27.5629 27.5559 27.549 27.542
DoubleConic_SecondaryLV_14_Gold,800 799.2 798.4 797.6 796.8 796 795.2 794.4 793.6 792.8 792 791.2 790.4 789.6 788.8 788 787.2 786.4 785.6 784.8 784 783.2 782.4 781.6 780.8 780 779.2 778.4 777.6 776.8 776 775.2 774.4 773.6 772.8 772 771.2 770.4 769.6 768.8 768 767.2 766.4 765.6 764.8 764 763.2 762.4 761.6 760.8 760 759.2 758.4 757.6 756.8 756 755.2 754.4 753.6 752.8 752 751.2 750.4 749.6 748.8 748 747.2 746.4 745.6 744.8 744 743.2 742.4 741.6 740.8 740 739.2 738.4 737.6 736.8 736 735.2 734.4 733.6 732.8 732 731.2 730.4 729.6 728.8 728 727.2 726.4 725.6 724.8 724 723.2 722.4 721.6 720.8 720 719.2 718.4 717.6 716.8 716 715.2 714.4 713.6 712.8 712 711.2 710.4 709.6 708.8 708 707.2 706.4 705.6 704.8 704 703.2 702.4 701.6 700.8 700,27.542 27.521 27.5 27.479 27.458 27.4371 27.4161 27.3951 27.3741 27.3531 27.3322 27.3112 27.2902 27.2692 27.2482 27.2273 27.2063 27.1853 27.1643 27.1433 27.1224 27.1014 27.0804 27.0594 27.0384 27.0174 26.9965 26.9755 26.9545 26.9335 26.9125 26.8916 26.8706 26.8496 26.8286 26.8076 26.7867 26.7657 26.7447 26.7237 26.7027 26.6818 26.6608 26.6398 26.6188 26.5978 26.5769 26.5559 26.5349 26.5139 26.4929 26.472 26.451 26.43 26.409 26.388 26.3671 26.3461 26.3251 26.3041 26.2831 26.2622 26.2412 26.2202 26.1992 26.1782 26.1572 26.1363 26.1153 26.0943 26.0733 26.0523 26.0314 26.0104 25.9894 25.9684 25.9474 25.9265 25.9055 25.8845 25.8635 25.8425 25.8216 25.8006 25.7796 25.7586 25.7376 25.7167 25.6957 25.6747 25.6537 25.6327 25.6118 25.5908 25.5698 25.5488 25.5278 25.5069 25.4859 25.4649 25.4439 25.4229 25.402 25.381 25.36 25.339 25.318 25.2971 25.2761 25.2551 25.2341 25.2131 25.1921 25.1712 25.1502 25.1292 25.1082 25.0872 25.0663 25.0453 25.0243 25.0033 24.9823 24.9614 24.9404 24.9194
DoubleConic_PrimaryLV_15_Gold,900 899.2 898.4 897.6 896.8 896 895.2 894.4 893.6 892.8 892 891.2 890.4 889.6 888.8 888 887.2 886.4 885.6 884.8 884 883.2 882.4 881.6 880.8 880 879.2 878.4 877.6 876.8 876 875.2 874.4 873.6 872.8 872 871.2 870.4 869.6 868.8 868 867.2 866.4 865.6 864.8 864 863.2 862.4 861.6 860.8 860 859.2 858.4 857.6 856.8 856 855.2 854.4 853.6 852.8 852 851.2 850.4 849.6 848.8 848 847.2 846.4 845.6 844.8 844 843.2 842.4 841.6 840.8 840 839.2 838.4 837.6 836.8 836 835.2 834.4 833.6 832.8 832 831.2 830.4 829.6 828.8 828 827.2 826.4 825.6 824.8 824 823.2 822.4 821.6 820.8 820 819.2 818.4 817.6 816.8 816 815.2 814.4 813.6 812.8 812 811.2 810.4 809.6 808.8 808 807.2 806.4 805.6 804.8 804 803.2 802.4 801.6 800.8 800,27.0885 27.0818 27.0751 27.0685 27.0618 27.0551 27.0485 27.0418 27.0351 27.0285 27.0218 27.0151 27.0085 27.0018 26.9952 26.9885 26.9818 26.9752 26.9685 26.9618 26.9552 26.9485 26.9418 26.9352 26.9285 26.9218 26.9152 26.9085 26.9018 26.8952 26.8885 26.8818 26.8752 26.8685 26.8618 26.8552 26.8485 26.8418 26.8352 26.8285 26.8218 26.8152 26.8085 26.8018 26.7952 26.7885 26.7818 26.7752 26.7685 26.7619 26.7552 26.7485 26.7419 26.7352 26.7285 26.7219 26.7152 26.7085 26.7019 26.6952 26.6885 26.6819 26.6752 26.6685 26.6619 26.6552 26.6485 26.6419 26.6352 26.6285 26.6219 26.6152 26.6085 26.6019 26.5952 26.5885 26.5819 26.5752 26.5685 26.5619 26.5552 26.5486 26.5419 26.5352 26.5286 26.5219 26.5152 26.5086 26.5019 26.4952 26.4886 26.4819 26.4752 26.4686 26.4619 26.4552 26.4486 26.4419 26.4352 26.4286 26.4219 26.4152 26.4086 26.4019 26.3952 26.3886 26.3819 26.3752 26.3686 26.3619 26.3552 26.3486 26.3419 26.3353 26.3286 26.3219 26.3153 26.3086 26.3019 26.2953 26.2886 26.2819 26.2753 26.2686 26.2619 26.2553
DoubleConic_SecondaryLV_15_Gold,800 799.2 798.4 797.6 796.8 796 795.2 794.4 793.6 792.8 792 791.2 790.4 789.6 788.8 788 787.2 786.4 785.6 784.8 784 783.2 782.4 781.6 780.8 780 779.2 778.4 777.6 776.8 776 775.2 774.4 773.6 772.8 772 771.2 770.4 769.6 768.8 768 767.2 766.4 765.6 764.8 764 763.2 762.4 761.6 760.8 760 759.2 758.4 757.6 756.8 756 755.2 754.4 753.6 752.8 752 751.2 750.4 749.6 748.8 748 747.2 746.4 745.6 744.8 744 743.2 742.4 741.6 740.8 740 739.2 738.4 737.6 736.8 736 735.2 734.4 733.6 732.8 732 731.2 730.4 729.6 728.8 728 727.2 726.4 725.6 724.8 724 723.2 722.4 721.6 720.8 720 719.2 718.4 717.6 716.8 716 715.2 714.4 713.6 712.8 712 711.2 710.4 709.6 708.8 708 707.2 706.4 705.6 704.8 704 703.2 702.4 701.6 700.8 700,26.2553 26.2353 26.2153 26.1953 26.1753 26.1553 26.1353 26.1153 26.0953 26.0753 26.0553 26.0353 26.0153 25.9953 25.9753 25.9553 25.9353 25.9153 25.8953 25.8753 25.8552 25.8352 25.8152 25.7952 25.7752 25.7552 25.7352 25.7152 25.6952 25.6752 25.6552 25.6352 25.6152 25.5952 25.5752 25.5552 25.5352 25.5152 25.4952 25.4752 25.4552 25.4352 25.4152 25.3952 25.3752 25.3552 25.3352 25.3152 25.2952 25.2752 25.2552 25.2352 25.2152 25.1952 25.1752 25.1552 25.1352 25.1152 25.0952 25.0752 25.0552 25.0352 25.0152 24.9952 24.9752 24.9552 24.9352 24.9152 24.8952 24.8752 24.8552 24.8352 24.8152 24.7952 24.7752 24.7552 24.7352 24.7152 24.6952 24.6752 24.6552 24.6352 24.6152 24.5952 24.5752 24.5552 24.5352 24.5152 24.4952 24.4752 24.4552 24.4352 24.4152 24.3952 24.3752 24.3552 24.3352 24.3152 24.2952 24.2752 24.2552 24.2352 24.2152 24.1952 24.1752 24.1552 24.1352 24.1152 24.0952 24.0752 24.0552 24.0352 24.0152 23.9952 23.9752 23.9552 23.9352 23.9152 23.8952 23.8752 23.8552 23.8352 23.8152 23.7952 23.7752 23.7552
DoubleConic_PrimaryLV_16_Gold,900 899.2 898.4 897.6 896.8 896 895.2 894.4 893.6 892.8 892 891.2 890.4 889.6 888.8 888 887.2 886.4 885.6 884.8 884 883.2 882.4 881.6 880.8 880 879.2 878.4 877.6 876.8 876 875.2 874.4 873.6 872.8 872 871.2 870.4 869.6 868.8 868 867.2 866.4 865.6 864.8 864 863.2 862.4 861.6 860.8 860 859.2 858.4 857.6 856.8 856 855.2 854.4 853.6 852.8 852 851.2 850.4 849.6 848.8 848 847.2 846.4 845.6 844.8 844 843.2 842.4 841.6 840.8 840 839.2 838.4 837.6 836.8 836 835.2 834.4 833.6 832.8 832 831.2 830.4 829.6 828.8 828 827.2 826.4 825.6 824.8 824 823.2 822.4 821.6 820.8 820 819.2 818.4 817.6 816.8 816 815.2 814.4 813.6 812.8 812 811.2 810.4 809.6 808.8 808 807.2 806.4 805.6 804.8 804 803.2 802.4 801.6 800.8 800,25.761 25.7546 25.7483 25.7419 25.7356 25.7293 25.7229 25.7166 25.7103 25.7039 25.6976 25.6912 25.6849 25.6786 25.6722 25.6659 25.6595 25.6532 25.6469 25.6405 25.6342 25.6278 25.6215 25.6152 25.6088 25.6025 25.5961 25.5898 25.5835 25.5771 25.5708 25.5645 25.5581 25.5518 25.5454 25.5391 25.5328 25.5264 25.5201 25.5137 25.5074 25.5011 25.4947 25.4884 25.482 25.4757 25.4694 25.463 25.4567 25.4503 25.444 25.4377 25.4313 25.425 25.4186 25.4123 25.406 25.3996 25.3933 25.387 25.3806 25.3743 25.3679 25.3616 25.3553 25.3489 25.3426 25.3362 25.3299 25.3236 25.3172 25.3109 25.3045 25.2982 25.2919 25.2855 25.2792 25.2728 25.2665 25.2602 25.2538 25.2475 25.2412 25.2348 25.2285 25.2221 25.2158 25.2095 25.2031 25.1968 25.1904 25.1841 25.1778 25.1714 25.1651 25.1587 25.1524 25.1461 25.1397 25.1334 25.127 25.1207 25.1144 25.108 25.1017 25.0954 25.089 25.0827 25.0763 25.07 25.0637 25.0573 25.051 25.0446 25.0383 25.032 25.0256 25.0193 25.0129 25.0066 25.0003 24.9939 24.9876 24.9812 24.9749 24.9686
DoubleConic_SecondaryLV_16_Gold,800 799.2 798.4 797.6 796.8 796 795.2 794.4 793.6 792.8 792 791.2 790.4 789.6 788.8 788 787.2 786.4 785.6 784.8 784 783.2 782.4 781.6 780.8 780 779.2 778.4 777.6 776.8 776 775.2 774.4 773.6 772.8 772 771.2 770.4 769.6 768.8 768 767.2 766.4 765.6 764.8 764 763.2 762.4 761.6 760.8 760 759.2 758.4 757.6 756.8 756 755.2 754.4 753.6 752.8 752 751.2 750.4 749.6 748.8 748 747.2 746.4 745.6 744.8 744 743.2 742.4 741.6 740.8 740 739.2 738.4 737.6 736.8 736 735.2 734.4 733.6 732.8 732 731.2 730.4 729.6 728.8 728 727.2 726.4 725.6 724.8 724 723.2 722.4 721.6 720.8 720 719.2 718.4 717.6 716.8 716 715.2 714.4 713.6 712.8 712 711.2 710.4 709.6 708.8 708 707.2 706.4 705.6 704.8 704 703.2 702.4 701.6 700.8 700,24.9686 24.9495 24.9305 24.9115 24.8925 24.8735 24.8544 24.8354 24.8164 24.7974 24.7784 24.7593 24.7403 24.7213 24.7023 24.6833 24.6642 24.6452 24.6262 24.6072 24.5882 24.5691 24.5501 24.5311 24.5121 24.493 24.474 24.455 24.436 24.417 24.3979 24.3789 24.3599 24.3409 24.3219 24.3028 24.2838 24.2648 24.2458 24.2268 24.2077 24.1887 24.1697 24.1507 24.1317 24.1126 24.0936 24.0746 24.0556 24.0365 24.0175 23.9985 23.9795 23.9605 23.9414 23.9224 23.9034 23.8844 23.8654 23.8463 23.8273 23.8083 23.7893 23.7703 23.7512 23.7322 23.7132 23.6942 23.6752 23.6561 23.6371 23.6181 23.5991 23.58 23.561 23.542 23.523 23.504 23.4849 23.4659 23.4469 23.4279 23.4089 23.3898 23.3708 23.3518 23.3328 23.3138 23.2947 23.2757 23.2567 23.2377 23.2187 23.1996 23.1806 23.1616 23.1426 23.1235 23.1045 23.0855 23.0665 23.0475 23.0284 23.0094 22.9904 22.9714 22.9524 22.9333 22.9143 22.8953 22.8763 22.8573 22.8382 22.8192 22.8002 22.7812 22.7622 22.7431 22.7241 22.7051 22.6861 22.6671 22.648 22.629 22.61 22.591
